VF GID,VF Cate Code
VFG012807,5
VFG012812,5
VFG012817,5
VFG012822,5
VFG012825,5
VFG012833,5
VFG012838,5
VFG012841,5
VFG012861,5
VFG012863,5
VFG012864,5
VFG012867,5
VFG013063,1
VFG013064,1
VFG013065,1
VFG013067,1
VFG013068,1
VFG013069,1
VFG013070,1
VFG041905,5
VFG042215,5
VFG042325,5
VFG049898,5
VFG049899,5
VFG049902,5
VFG049903,5
VFG049905,5
VFG049908,5
VFG049909,5
VFG049910,5
VFG049911,5
VFG049914,5
VFG049915,5
VFG049916,5
VFG049917,5
VFG001273,0
VFG001274,0
VFG001275,0
VFG001276,0
VFG001277,0
VFG001278,4
VFG001279,4
VFG001280,4
VFG001281,4
VFG001282,4
VFG001283,4
VFG001284,2
VFG001285,2
VFG001286,2
VFG001287,2
VFG001288,2
VFG001289,4
VFG001290,4
VFG001291,4
VFG001292,0
VFG001293,0
VFG001294,6
VFG001295,6
VFG001296,6
VFG001298,3
VFG001299,3
VFG001300,3
VFG001301,3
VFG001302,3
VFG001303,3
VFG001304,3
VFG001305,3
VFG001306,3
VFG001307,3
VFG001308,3
VFG001309,3
VFG001310,3
VFG001311,3
VFG001312,3
VFG001313,0
VFG001314,6
VFG001315,6
VFG001316,6
VFG001317,1
VFG001318,1
VFG001319,1
VFG001321,1
VFG001324,1
VFG001325,0
VFG001326,0
VFG001327,0
VFG001328,6
VFG001798,0
VFG001800,6
VFG001801,6
VFG001802,0
VFG001803,0
VFG001809,0
VFG002404,5
VFG002405,5
VFG002406,5
VFG002407,5
VFG002408,5
VFG002409,5
VFG002410,5
VFG002411,5
VFG002418,6
VFG002419,6
VFG002420,3
VFG002421,3
VFG002422,3
VFG004566,4
VFG004773,6
VFG004903,0
VFG004906,0
VFG004909,0
VFG004912,0
VFG004915,0
VFG004917,0
VFG004920,0
VFG004922,0
VFG004925,0
VFG004928,0
VFG004931,0
VFG004991,0
VFG005009,0
VFG044266,1
VFG044268,1
VFG044269,1
VFG044442,1
VFG044443,1
VFG049701,5
VFG049714,5
VFG049727,5
VFG049739,5
VFG049753,5
VFG049767,5
VFG049780,5
VFG049793,5
VFG049805,5
VFG049814,5
VFG049820,5
VFG049826,5
VFG049876,3
VFG000952,0
VFG000960,11
VFG000961,3
VFG000962,3
VFG000963,3
VFG000964,3
VFG000968,3
VFG000969,6
VFG000970,6
VFG000971,6
VFG000972,3
VFG000973,6
VFG000974,4
VFG000975,6
VFG000976,0
VFG000977,0
VFG000978,0
VFG000979,0
VFG000980,0
VFG000981,0
VFG000982,0
VFG001353,4
VFG001354,4
VFG001355,6
VFG001357,4
VFG001358,6
VFG001359,1
VFG001360,6
VFG001361,3
VFG001362,3
VFG001363,0
VFG001364,6
VFG001365,3
VFG001366,3
VFG001367,3
VFG001368,3
VFG001369,3
VFG001370,3
VFG001371,3
VFG001372,3
VFG001373,3
VFG001374,3
VFG001375,3
VFG001376,3
VFG001795,3
VFG001796,4
VFG001797,4
VFG005163,4
VFG005168,4
VFG005173,4
VFG005185,4
VFG005197,4
VFG005201,4
VFG005206,4
VFG005215,4
VFG005230,4
VFG005277,4
VFG005280,4
VFG005283,4
VFG005286,4
VFG005289,4
VFG005291,4
VFG005293,4
VFG005295,4
VFG005297,4
VFG005299,4
VFG005301,4
VFG005303,4
VFG005305,4
VFG005307,4
VFG005308,4
VFG005310,4
VFG005361,4
VFG005486,3
VFG005584,6
VFG005586,6
VFG005757,0
VFG005760,0
VFG005763,0
VFG005766,0
VFG005769,0
VFG005772,0
VFG005775,0
VFG005778,0
VFG005781,0
VFG005784,0
VFG005787,0
VFG005790,0
VFG005793,0
VFG005800,8
VFG005834,3
VFG005858,3
VFG005882,3
VFG005894,3
VFG005906,3
VFG005918,3
VFG005930,3
VFG005942,3
VFG005954,3
VFG005957,3
VFG005966,3
VFG005969,3
VFG005978,3
VFG005981,3
VFG005990,3
VFG006002,3
VFG006013,3
VFG006024,3
VFG006034,3
VFG042967,4
VFG042968,4
VFG042969,4
VFG042970,4
VFG042972,4
VFG042973,4
VFG042974,4
VFG043465,4
VFG043504,4
VFG000088,4
VFG000089,4
VFG000090,4
VFG000091,4
VFG000092,4
VFG000093,4
VFG000094,4
VFG000095,4
VFG000096,4
VFG000097,4
VFG000098,4
VFG000099,4
VFG000100,4
VFG000101,4
VFG000102,4
VFG000103,11
VFG000104,11
VFG000105,11
VFG000106,11
VFG000107,0
VFG000108,0
VFG000109,0
VFG000110,0
VFG000983,0
VFG001117,6
VFG002078,5
VFG002079,5
VFG002080,5
VFG002081,5
VFG002082,5
VFG002083,5
VFG002084,5
VFG002085,5
VFG002086,5
VFG002087,5
VFG002088,5
VFG002089,5
VFG002090,5
VFG002091,5
VFG002092,5
VFG002093,5
VFG002094,5
VFG006896,4
VFG006902,4
VFG006908,4
VFG006914,4
VFG006920,4
VFG006926,4
VFG006932,4
VFG006938,4
VFG006944,4
VFG006950,4
VFG006956,4
VFG006962,4
VFG006968,4
VFG006974,4
VFG006980,4
VFG006986,4
VFG006992,4
VFG006998,4
VFG007020,0
VFG007023,0
VFG007027,0
VFG007031,0
VFG007032,0
VFG007035,0
VFG007038,0
VFG007041,0
VFG007043,5
VFG007049,5
VFG007055,5
VFG007061,5
VFG007067,5
VFG007073,5
VFG007079,5
VFG007085,5
VFG007091,5
VFG007097,5
VFG007103,5
VFG007109,5
VFG007136,5
VFG007140,5
VFG007142,5
VFG007146,5
VFG007147,5
VFG007148,5
VFG007149,5
VFG007150,5
VFG007151,5
VFG007152,5
VFG007153,5
VFG007154,5
VFG007155,5
VFG007156,5
VFG007157,5
VFG007158,5
VFG007159,5
VFG007160,5
VFG007161,5
VFG007162,5
VFG007163,5
VFG007164,5
VFG007165,5
VFG007166,5
VFG007167,5
VFG007168,5
VFG007169,5
VFG007170,5
VFG007171,5
VFG007172,5
VFG007173,5
VFG007174,5
VFG007175,5
VFG007176,5
VFG007177,5
VFG007178,5
VFG007179,5
VFG007180,5
VFG007181,5
VFG007182,5
VFG007183,5
VFG007184,5
VFG007185,5
VFG007186,5
VFG007187,5
VFG007188,5
VFG007189,5
VFG007190,5
VFG007191,5
VFG007192,5
VFG007193,5
VFG007194,5
VFG007195,5
VFG007280,6
VFG007286,7
VFG007292,7
VFG007298,7
VFG007304,7
VFG007310,7
VFG007316,7
VFG007322,7
VFG007328,7
VFG007334,7
VFG007340,7
VFG007346,7
VFG007352,7
VFG007358,7
VFG007364,7
VFG007370,7
VFG007376,7
VFG007382,7
VFG007388,7
VFG007394,7
VFG007400,7
VFG007406,7
VFG007412,7
VFG007418,7
VFG007424,7
VFG007430,7
VFG007436,7
VFG007442,7
VFG007448,7
VFG007454,7
VFG007460,7
VFG007466,7
VFG007472,7
VFG007478,7
VFG007484,7
VFG007490,7
VFG007496,7
VFG007502,7
VFG007508,7
VFG007514,7
VFG007520,7
VFG007526,7
VFG007532,7
VFG007538,7
VFG007544,7
VFG007550,7
VFG007556,7
VFG007562,7
VFG007568,7
VFG007574,7
VFG007580,7
VFG007586,7
VFG007592,7
VFG007598,7
VFG007604,7
VFG007610,7
VFG007616,7
VFG018238,2
VFG018241,2
VFG018679,5
VFG018680,5
VFG018681,5
VFG018682,5
VFG040944,5
VFG040945,5
VFG041906,5
VFG041907,5
VFG041908,5
VFG041909,5
VFG041910,5
VFG041911,5
VFG041912,5
VFG043121,7
VFG043122,7
VFG043123,7
VFG043487,4
VFG043577,4
VFG043629,4
VFG043630,4
VFG043631,4
VFG043632,4
VFG043633,4
VFG043634,4
VFG043635,4
VFG043636,4
VFG043637,4
VFG043638,4
VFG043639,4
VFG043640,4
VFG043673,0
VFG044044,0
VFG044465,5
VFG044466,5
VFG044467,5
VFG044468,5
VFG044469,5
VFG044470,5
VFG045345,4
VFG045346,4
VFG049918,4
VFG050274,2
VFG050275,2
VFG050276,2
VFG050277,2
VFG050278,2
VFG050279,2
VFG050280,2
VFG050281,2
VFG050282,2
VFG050283,2
VFG050284,2
VFG050285,2
VFG050286,2
VFG050287,2
VFG052341,0
VFG052342,0
VFG000349,4
VFG000350,4
VFG000351,4
VFG000352,4
VFG000353,4
VFG000354,8
VFG000358,1
VFG000359,1
VFG000360,1
VFG000361,1
VFG000362,1
VFG000363,1
VFG000364,1
VFG000365,1
VFG000366,1
VFG000367,1
VFG000368,1
VFG000372,5
VFG000373,5
VFG000374,5
VFG000375,5
VFG000376,5
VFG000377,5
VFG000378,5
VFG000379,5
VFG000380,5
VFG000381,5
VFG000382,5
VFG000383,5
VFG000384,5
VFG000385,5
VFG000386,5
VFG000387,5
VFG000388,5
VFG000389,5
VFG000390,5
VFG000391,5
VFG000392,5
VFG000393,5
VFG000394,5
VFG000395,5
VFG000396,5
VFG000397,5
VFG000398,5
VFG000399,5
VFG000400,5
VFG000401,5
VFG000402,5
VFG000403,5
VFG000404,5
VFG000405,5
VFG000406,5
VFG000407,5
VFG000408,5
VFG000409,5
VFG000410,5
VFG000411,5
VFG000412,5
VFG000413,5
VFG000414,5
VFG000415,5
VFG000416,5
VFG000417,6
VFG000418,3
VFG000419,3
VFG000420,3
VFG000421,3
VFG000422,0
VFG002155,0
VFG002156,0
VFG002318,7
VFG002319,7
VFG002320,7
VFG002321,7
VFG002322,7
VFG002323,7
VFG002324,7
VFG002325,7
VFG002326,7
VFG002327,7
VFG002328,7
VFG002329,7
VFG002330,7
VFG002331,7
VFG002332,7
VFG002333,7
VFG002334,7
VFG002335,7
VFG002336,7
VFG002337,7
VFG002338,7
VFG002339,7
VFG002340,7
VFG002341,7
VFG002342,7
VFG002343,7
VFG002344,7
VFG002345,7
VFG002346,7
VFG002347,7
VFG002348,7
VFG002349,7
VFG002350,7
VFG002351,7
VFG002352,7
VFG002353,7
VFG002354,7
VFG002355,7
VFG002356,7
VFG002357,7
VFG002358,7
VFG002359,7
VFG002360,3
VFG002361,3
VFG002362,3
VFG002363,3
VFG002364,3
VFG002365,3
VFG002366,3
VFG002367,3
VFG002368,3
VFG002369,3
VFG002370,3
VFG002371,3
VFG002372,3
VFG002373,3
VFG002374,3
VFG002375,3
VFG002376,3
VFG002377,3
VFG003454,5
VFG003496,8
VFG003510,5
VFG003511,5
VFG003512,5
VFG003513,5
VFG003514,5
VFG003515,5
VFG003516,5
VFG003517,5
VFG003518,5
VFG003519,5
VFG003520,5
VFG003521,5
VFG003522,5
VFG003523,5
VFG003524,5
VFG003525,5
VFG003526,5
VFG003527,5
VFG003528,5
VFG003529,5
VFG003530,5
VFG003531,5
VFG003532,5
VFG003533,5
VFG003534,5
VFG003535,5
VFG003536,5
VFG003537,5
VFG003538,5
VFG003539,5
VFG003540,5
VFG003559,5
VFG003560,5
VFG003561,5
VFG003562,5
VFG003563,5
VFG003564,5
VFG003565,5
VFG003566,5
VFG003567,5
VFG003568,5
VFG003569,5
VFG003570,5
VFG003571,5
VFG003624,0
VFG013561,4
VFG013647,8
VFG013648,8
VFG013649,4
VFG013650,4
VFG013651,4
VFG013652,4
VFG013653,4
VFG013654,4
VFG013655,4
VFG013656,4
VFG013657,4
VFG013658,4
VFG013659,4
VFG013660,4
VFG013661,4
VFG013662,4
VFG013663,4
VFG017841,4
VFG017842,4
VFG017843,4
VFG017844,4
VFG017845,4
VFG017846,4
VFG017847,4
VFG017848,4
VFG017849,4
VFG017850,4
VFG017851,4
VFG017852,4
VFG017853,4
VFG017854,4
VFG017885,0
VFG019014,0
VFG041725,5
VFG041726,5
VFG041727,5
VFG041728,5
VFG041729,5
VFG041730,5
VFG041731,5
VFG041732,5
VFG042311,4
VFG042312,4
VFG043205,7
VFG043206,7
VFG043207,7
VFG043208,7
VFG043209,7
VFG043210,7
VFG043211,7
VFG043212,7
VFG043213,7
VFG045342,4
VFG045343,4
VFG045344,4
VFG045347,0
VFG045348,0
VFG048215,8
