VF GID,VF CID
VFG041262,VFC0086
VFG041263,VFC0086
VFG041264,VFC0086
VFG041265,VFC0086
VFG041266,VFC0086
VFG041267,VFC0086
VFG041268,VFC0086
VFG041269,VFC0086
VFG041275,VFC0086
VFG041276,VFC0086
VFG041277,VFC0086
VFG041278,VFC0086
VFG041279,VFC0086
VFG041280,VFC0086
VFG041281,VFC0086
VFG041282,VFC0086
VFG041283,VFC0086
VFG041284,VFC0086
VFG041285,VFC0086
VFG041286,VFC0086
VFG041287,VFC0086
VFG041288,VFC0086
VFG041289,VFC0086
VFG041290,VFC0086
VFG041291,VFC0086
VFG041292,VFC0086
VFG041293,VFC0086
VFG041294,VFC0086
VFG041295,VFC0086
VFG041296,VFC0086
VFG041297,VFC0086
VFG041298,VFC0086
VFG041299,VFC0086
VFG041300,VFC0086
VFG041301,VFC0086
VFG041302,VFC0086
VFG041303,VFC0086
VFG041304,VFC0086
VFG041305,VFC0086
VFG041306,VFC0086
VFG041307,VFC0086
VFG041308,VFC0086
VFG041309,VFC0086
VFG041310,VFC0086
VFG041311,VFC0086
VFG041312,VFC0086
VFG041313,VFC0086
VFG041314,VFC0086
VFG041315,VFC0086
VFG041316,VFC0086
VFG041317,VFC0086
VFG041318,VFC0086
VFG041319,VFC0086
VFG041320,VFC0086
VFG041321,VFC0086
VFG041322,VFC0086
VFG041323,VFC0086
VFG041324,VFC0086
VFG041325,VFC0086
VFG041326,VFC0086
VFG041327,VFC0086
VFG041328,VFC0086
VFG041329,VFC0086
VFG041330,VFC0086
VFG041331,VFC0086
VFG041332,VFC0086
VFG041333,VFC0086
VFG041334,VFC0086
VFG041335,VFC0086
VFG041336,VFC0086
VFG041337,VFC0086
VFG041338,VFC0086
VFG041339,VFC0086
VFG041340,VFC0086
VFG041341,VFC0086
VFG041342,VFC0086
VFG041343,VFC0086
VFG041344,VFC0086
VFG041345,VFC0086
VFG041346,VFC0086
VFG041347,VFC0086
VFG041348,VFC0086
VFG041349,VFC0086
VFG041350,VFC0086
VFG041351,VFC0086
VFG042860,VFC0001
VFG042861,VFC0001
VFG042862,VFC0001
VFG042863,VFC0001
VFG042864,VFC0001
VFG042865,VFC0001
VFG042866,VFC0001
VFG042867,VFC0001
VFG042869,VFC0001
VFG042870,VFC0001
VFG043318,VFC0204
VFG043319,VFC0204
VFG043320,VFC0204
VFG043321,VFC0204
VFG043331,VFC0204
VFG043336,VFC0204
VFG043338,VFC0204
VFG043340,VFC0204
VFG043345,VFC0204
VFG043346,VFC0204
VFG043349,VFC0204
VFG043350,VFC0204
VFG043360,VFC0204
VFG043361,VFC0204
VFG043362,VFC0204
VFG043363,VFC0204
VFG044128,VFC0272
VFG045296,VFC0258
VFG045297,VFC0258
VFG045298,VFC0258
VFG045299,VFC0258
VFG045300,VFC0258
VFG045301,VFC0258
VFG045302,VFC0258
VFG045303,VFC0258
VFG045304,VFC0258
VFG045305,VFC0258
VFG045306,VFC0258
VFG045307,VFC0258
VFG045308,VFC0258
VFG045309,VFC0258
VFG045310,VFC0258
VFG045312,VFC0258
VFG045313,VFC0258
VFG045314,VFC0258
VFG045315,VFC0258
VFG045316,VFC0258
VFG045317,VFC0258
VFG045318,VFC0258
VFG045319,VFC0258
VFG045320,VFC0258
VFG045321,VFC0258
VFG045323,VFC0258
VFG045324,VFC0258
VFG045325,VFC0258
VFG045326,VFC0346
VFG045327,VFC0282
VFG045330,VFC0272
VFG045475,VFC0086
VFG045476,VFC0086
VFG045477,VFC0086
VFG045478,VFC0086
VFG045479,VFC0086
VFG045480,VFC0086
VFG045481,VFC0086
VFG045482,VFC0086
VFG045483,VFC0086
VFG045484,VFC0086
VFG045485,VFC0086
VFG045486,VFC0086
VFG045487,VFC0086
VFG045488,VFC0086
VFG045489,VFC0086
VFG045490,VFC0086
VFG045491,VFC0086
VFG045492,VFC0086
VFG045493,VFC0086
VFG045494,VFC0086
VFG045495,VFC0086
VFG045496,VFC0086
VFG045497,VFC0086
VFG045498,VFC0086
VFG045499,VFC0086
VFG045500,VFC0086
VFG045501,VFC0086
VFG045502,VFC0086
VFG045503,VFC0086
VFG045504,VFC0086
VFG045505,VFC0086
VFG045506,VFC0086
VFG045507,VFC0086
VFG045508,VFC0086
VFG045509,VFC0086
VFG045510,VFC0086
VFG045511,VFC0086
VFG045512,VFC0086
VFG045513,VFC0086
VFG045514,VFC0086
VFG045515,VFC0086
VFG045516,VFC0086
VFG045517,VFC0086
VFG045518,VFC0086
VFG045519,VFC0086
VFG045520,VFC0086
VFG045521,VFC0086
VFG045522,VFC0086
VFG045523,VFC0086
VFG045524,VFC0086
VFG045525,VFC0086
VFG045526,VFC0086
VFG045527,VFC0086
VFG045528,VFC0086
VFG045529,VFC0086
VFG045530,VFC0086
VFG045531,VFC0086
VFG045532,VFC0086
VFG045533,VFC0086
VFG045534,VFC0086
VFG045535,VFC0086
VFG045536,VFC0086
VFG045537,VFC0086
VFG045538,VFC0086
VFG045539,VFC0086
VFG045540,VFC0086
VFG045541,VFC0086
VFG045542,VFC0086
VFG045543,VFC0086
VFG045544,VFC0086
VFG045545,VFC0086
VFG045546,VFC0086
VFG045547,VFC0086
VFG045548,VFC0086
VFG045549,VFC0086
VFG045550,VFC0086
VFG045551,VFC0086
VFG045552,VFC0086
VFG045553,VFC0086
VFG045554,VFC0086
VFG045555,VFC0086
VFG045556,VFC0086
VFG045557,VFC0086
VFG045558,VFC0086
VFG045559,VFC0086
VFG045560,VFC0086
VFG045561,VFC0086
VFG045562,VFC0086
VFG045563,VFC0086
VFG045564,VFC0086
VFG045565,VFC0086
VFG045566,VFC0086
VFG045567,VFC0086
VFG045568,VFC0086
VFG045569,VFC0086
VFG045570,VFC0086
VFG045571,VFC0086
VFG045572,VFC0086
VFG045573,VFC0086
VFG045574,VFC0086
VFG045575,VFC0086
VFG045576,VFC0086
VFG045577,VFC0086
VFG045578,VFC0086
VFG045579,VFC0086
VFG045580,VFC0086
VFG045581,VFC0086
VFG045582,VFC0086
VFG045583,VFC0086
VFG045584,VFC0086
VFG045585,VFC0086
VFG045586,VFC0086
VFG045587,VFC0086
VFG045588,VFC0086
VFG045589,VFC0086
VFG045590,VFC0086
VFG045591,VFC0086
VFG045592,VFC0086
VFG045593,VFC0086
VFG045594,VFC0086
VFG045595,VFC0086
VFG045596,VFC0086
VFG045597,VFC0086
VFG045598,VFC0086
VFG045599,VFC0086
VFG045600,VFC0086
VFG045601,VFC0086
VFG045602,VFC0086
VFG045603,VFC0086
VFG045604,VFC0086
VFG045605,VFC0086
VFG045606,VFC0086
VFG045607,VFC0086
VFG045608,VFC0086
VFG045609,VFC0086
VFG000068,VFC0204
VFG000069,VFC0235
VFG000070,VFC0083
VFG000071,VFC0251
VFG000072,VFC0301
VFG000073,VFC0235
VFG000074,VFC0235
VFG000075,VFC0083
VFG000076,VFC0083
VFG000077,VFC0282
VFG000078,VFC0001
VFG000079,VFC0282
VFG000080,VFC0282
VFG000674,VFC0251
VFG001089,VFC0272
VFG001090,VFC0272
VFG002157,VFC0083
VFG002158,VFC0272
VFG002159,VFC0083
VFG002160,VFC0001
VFG002161,VFC0315
VFG002162,VFC0282
VFG006717,VFC0001
VFG006721,VFC0001
VFG006768,VFC0083
VFG032762,VFC0001
VFG032821,VFC0001
VFG032845,VFC0315
VFG032878,VFC0315
VFG032910,VFC0258
VFG032936,VFC0258
VFG032965,VFC0258
VFG032992,VFC0258
VFG033025,VFC0258
VFG045331,VFC0235
VFG045332,VFC0235
VFG045333,VFC0235
VFG045334,VFC0235
VFG045335,VFC0235
VFG045336,VFC0235
VFG045337,VFC0235
VFG045338,VFC0235
VFG045468,VFC0272
VFG049468,VFC0001
VFG001379,VFC0301
VFG001380,VFC0282
VFG001381,VFC0346
VFG001382,VFC0346
VFG001383,VFC0001
VFG001385,VFC0346
VFG001386,VFC0301
VFG001390,VFC0301
VFG001391,VFC0272
VFG001392,VFC0301
VFG001393,VFC0272
VFG001395,VFC0272
VFG001396,VFC0282
VFG001397,VFC0282
VFG001400,VFC0235
VFG001401,VFC0235
VFG001402,VFC0235
VFG001403,VFC0272
VFG001404,VFC0282
VFG001405,VFC0301
VFG001406,VFC0301
VFG001407,VFC0258
VFG001408,VFC0258
VFG001409,VFC0258
VFG001410,VFC0258
VFG001412,VFC0301
VFG001413,VFC0301
VFG001414,VFC0301
VFG001415,VFC0272
VFG001416,VFC0272
VFG001417,VFC0272
VFG001419,VFC0001
VFG001420,VFC0346
VFG001421,VFC0282
VFG001810,VFC0001
VFG001811,VFC0001
VFG001812,VFC0001
VFG001813,VFC0258
VFG001814,VFC0272
VFG001815,VFC0272
VFG001816,VFC0272
VFG001817,VFC0272
VFG001818,VFC0272
VFG001819,VFC0272
VFG001820,VFC0272
VFG001821,VFC0272
VFG001822,VFC0272
VFG001823,VFC0272
VFG001824,VFC0301
VFG001825,VFC0301
VFG001826,VFC0301
VFG002378,VFC0086
VFG002379,VFC0086
VFG002380,VFC0086
VFG002381,VFC0086
VFG002382,VFC0086
VFG002383,VFC0086
VFG002384,VFC0086
VFG002385,VFC0086
VFG002386,VFC0086
VFG002387,VFC0086
VFG002388,VFC0086
VFG002389,VFC0086
VFG002390,VFC0086
VFG002391,VFC0086
VFG002392,VFC0086
VFG002393,VFC0086
VFG002395,VFC0086
VFG002397,VFC0086
VFG002398,VFC0086
VFG002399,VFC0086
VFG002400,VFC0086
VFG002401,VFC0086
VFG002402,VFC0086
VFG002403,VFC0086
VFG007823,VFC0258
VFG007832,VFC0258
VFG007849,VFC0258
VFG007857,VFC0258
VFG007866,VFC0258
VFG007878,VFC0258
VFG007904,VFC0258
VFG007918,VFC0258
VFG007946,VFC0258
VFG007953,VFC0258
VFG007959,VFC0258
VFG007965,VFC0258
VFG007974,VFC0258
VFG007980,VFC0258
VFG007991,VFC0258
VFG007999,VFC0258
VFG008007,VFC0258
VFG008136,VFC0258
VFG009553,VFC0272
VFG009561,VFC0272
VFG009810,VFC0301
VFG009869,VFC0301
VFG021800,VFC0272
VFG021827,VFC0272
VFG021840,VFC0272
VFG021863,VFC0086
VFG021876,VFC0086
VFG021888,VFC0086
VFG021895,VFC0086
VFG021908,VFC0086
VFG022019,VFC0086
VFG022035,VFC0086
VFG022051,VFC0086
VFG022066,VFC0086
VFG022082,VFC0086
VFG022098,VFC0086
VFG022114,VFC0086
VFG022130,VFC0086
VFG022146,VFC0086
VFG022162,VFC0086
VFG022280,VFC0086
VFG022293,VFC0086
VFG022303,VFC0086
VFG022312,VFC0086
VFG022319,VFC0086
VFG022327,VFC0086
VFG022333,VFC0086
VFG022340,VFC0086
VFG024695,VFC0258
VFG024714,VFC0258
VFG024724,VFC0258
VFG024730,VFC0258
VFG024748,VFC0258
VFG024762,VFC0258
VFG024776,VFC0258
VFG024796,VFC0258
VFG024810,VFC0258
VFG030423,VFC0258
VFG030452,VFC0258
VFG030480,VFC0258
VFG031564,VFC0258
VFG031777,VFC0086
VFG031808,VFC0086
VFG031840,VFC0086
VFG031877,VFC0086
VFG050301,VFC0086
VFG052045,VFC0258
VFG052100,VFC0258
VFG052155,VFC0258
VFG052202,VFC0258
VFG052256,VFC0258
VFG002029,VFC0001
VFG002030,VFC0001
VFG002031,VFC0001
VFG002033,VFC0001
VFG002034,VFC0001
VFG002035,VFC0001
VFG002036,VFC0001
VFG016463,VFC0001
VFG016466,VFC0001
VFG016472,VFC0001
VFG016557,VFC0258
VFG043500,VFC0001
VFG043642,VFC0001
VFG043671,VFC0235
VFG046118,VFC0001
VFG046119,VFC0001
VFG046120,VFC0001
VFG000221,VFC0001
VFG000222,VFC0001
VFG000223,VFC0001
VFG000225,VFC0001
VFG000227,VFC0001
VFG000228,VFC0001
VFG000230,VFC0001
VFG000232,VFC0001
VFG000233,VFC0001
VFG000234,VFC0001
VFG000235,VFC0001
VFG000236,VFC0083
VFG000240,VFC0083
VFG000241,VFC0258
VFG000242,VFC0258
VFG000243,VFC0258
VFG000244,VFC0258
VFG000245,VFC0258
VFG000246,VFC0258
VFG000247,VFC0258
VFG000249,VFC0272
VFG000250,VFC0083
VFG000252,VFC0258
VFG000253,VFC0258
VFG000254,VFC0258
VFG000255,VFC0258
VFG000256,VFC0258
VFG000257,VFC0258
VFG000258,VFC0258
VFG000259,VFC0258
VFG000260,VFC0258
VFG000261,VFC0086
VFG000262,VFC0272
VFG000263,VFC0272
VFG000264,VFC0272
VFG000265,VFC0272
VFG000266,VFC0272
VFG000267,VFC0272
VFG000268,VFC0272
VFG001205,VFC0272
VFG001206,VFC0272
VFG006167,VFC0001
VFG006171,VFC0001
VFG006175,VFC0001
VFG006179,VFC0001
VFG006183,VFC0001
VFG006187,VFC0001
VFG006191,VFC0001
VFG006199,VFC0001
VFG006203,VFC0001
VFG006216,VFC0083
VFG006218,VFC0083
VFG006237,VFC0083
VFG006300,VFC0001
VFG006303,VFC0001
VFG036778,VFC0258
VFG036830,VFC0001
VFG036848,VFC0001
VFG036866,VFC0001
VFG036884,VFC0001
VFG036902,VFC0001
VFG036920,VFC0001
VFG036938,VFC0325
VFG036956,VFC0325
VFG036974,VFC0325
VFG036992,VFC0325
VFG037010,VFC0325
VFG037028,VFC0282
VFG037046,VFC0282
VFG037064,VFC0282
VFG037082,VFC0282
VFG037100,VFC0282
VFG037118,VFC0282
VFG037136,VFC0258
VFG037153,VFC0258
VFG000111,VFC0001
VFG000112,VFC0001
VFG000114,VFC0001
VFG000115,VFC0235
VFG000116,VFC0271
VFG000117,VFC0271
VFG000118,VFC0271
VFG000119,VFC0271
VFG000120,VFC0271
VFG000121,VFC0271
VFG000122,VFC0271
VFG000123,VFC0271
VFG000124,VFC0271
VFG000125,VFC0271
VFG000126,VFC0271
VFG000127,VFC0271
VFG000128,VFC0271
VFG000129,VFC0271
VFG000130,VFC0271
VFG000131,VFC0271
VFG000132,VFC0271
VFG000133,VFC0271
VFG000134,VFC0271
VFG000135,VFC0271
VFG000136,VFC0271
VFG000137,VFC0258
VFG000138,VFC0258
VFG000139,VFC0258
VFG000140,VFC0258
VFG000141,VFC0258
VFG000142,VFC0258
VFG000143,VFC0258
VFG000144,VFC0251
VFG000145,VFC0086
VFG000146,VFC0086
VFG000147,VFC0086
VFG000148,VFC0086
VFG000150,VFC0086
VFG000151,VFC0271
VFG000152,VFC0271
VFG000153,VFC0271
VFG000154,VFC0271
VFG000155,VFC0258
VFG000156,VFC0258
VFG000157,VFC0235
VFG000159,VFC0272
VFG000160,VFC0272
VFG000161,VFC0272
VFG000162,VFC0272
VFG000163,VFC0272
VFG000164,VFC0272
VFG000165,VFC0272
VFG000166,VFC0272
VFG000167,VFC0272
VFG000168,VFC0272
VFG000169,VFC0272
VFG000170,VFC0272
VFG000171,VFC0272
VFG000172,VFC0272
VFG000173,VFC0272
VFG000174,VFC0086
VFG000175,VFC0086
VFG000176,VFC0086
VFG000177,VFC0086
VFG000178,VFC0086
VFG000179,VFC0086
VFG000180,VFC0086
VFG000181,VFC0086
VFG000182,VFC0086
VFG000183,VFC0086
VFG000184,VFC0086
VFG000185,VFC0086
VFG000186,VFC0086
VFG000187,VFC0086
VFG000188,VFC0086
VFG000189,VFC0086
VFG000190,VFC0086
VFG000191,VFC0086
VFG000192,VFC0086
VFG000193,VFC0086
VFG000194,VFC0086
VFG000195,VFC0086
VFG000196,VFC0086
VFG000197,VFC0086
VFG000198,VFC0086
VFG000199,VFC0086
VFG000200,VFC0086
VFG000201,VFC0086
VFG000202,VFC0086
VFG000203,VFC0086
VFG000204,VFC0086
VFG000205,VFC0086
VFG000206,VFC0086
VFG000207,VFC0086
VFG000208,VFC0086
VFG000209,VFC0086
VFG000210,VFC0086
VFG000211,VFC0086
VFG000212,VFC0086
VFG000213,VFC0086
VFG000214,VFC0086
VFG000215,VFC0086
VFG000216,VFC0086
VFG000217,VFC0086
VFG000218,VFC0086
VFG000219,VFC0086
VFG000220,VFC0086
VFG001207,VFC0001
VFG001208,VFC0001
VFG001209,VFC0001
VFG001210,VFC0001
VFG001211,VFC0001
VFG001212,VFC0001
VFG001213,VFC0001
VFG001214,VFC0001
VFG001215,VFC0001
VFG001216,VFC0001
VFG001217,VFC0001
VFG001218,VFC0001
VFG001219,VFC0001
VFG001220,VFC0001
VFG001221,VFC0001
VFG001222,VFC0001
VFG001223,VFC0001
VFG001224,VFC0001
VFG001225,VFC0001
VFG001226,VFC0001
VFG001227,VFC0001
VFG001228,VFC0001
VFG001229,VFC0001
VFG001230,VFC0001
VFG001231,VFC0001
VFG001232,VFC0001
VFG001233,VFC0001
VFG001234,VFC0001
VFG001235,VFC0001
VFG001236,VFC0204
VFG001237,VFC0204
VFG001238,VFC0204
VFG001239,VFC0204
VFG001240,VFC0204
VFG001241,VFC0204
VFG001242,VFC0204
VFG001243,VFC0204
VFG001244,VFC0204
VFG001245,VFC0204
VFG001246,VFC0204
VFG001247,VFC0204
VFG001248,VFC0204
VFG001249,VFC0204
VFG001250,VFC0204
VFG001251,VFC0204
VFG001252,VFC0204
VFG001253,VFC0204
VFG001254,VFC0204
VFG001255,VFC0204
VFG001256,VFC0204
VFG001257,VFC0204
VFG001258,VFC0204
VFG001259,VFC0204
VFG001260,VFC0204
VFG001261,VFC0204
VFG001262,VFC0204
VFG001263,VFC0204
VFG001264,VFC0204
VFG001265,VFC0204
VFG001266,VFC0272
VFG001267,VFC0272
VFG001268,VFC0272
VFG002057,VFC0086
VFG002058,VFC0086
VFG002059,VFC0086
VFG002060,VFC0086
VFG002061,VFC0086
VFG002062,VFC0086
VFG002063,VFC0086
VFG002064,VFC0086
VFG002065,VFC0086
VFG002066,VFC0086
VFG002067,VFC0086
VFG002068,VFC0086
VFG002069,VFC0086
VFG002070,VFC0086
VFG002071,VFC0086
VFG002072,VFC0086
VFG002073,VFC0086
VFG002074,VFC0086
VFG002075,VFC0086
VFG002076,VFC0086
VFG002077,VFC0086
VFG013948,VFC0001
VFG014099,VFC0258
VFG014100,VFC0258
VFG014101,VFC0258
VFG014102,VFC0258
VFG014103,VFC0258
VFG014105,VFC0258
VFG014106,VFC0258
VFG014107,VFC0258
VFG014108,VFC0258
VFG014109,VFC0258
VFG014110,VFC0258
VFG014111,VFC0258
VFG014112,VFC0258
VFG014113,VFC0258
VFG014115,VFC0258
VFG014116,VFC0258
VFG014117,VFC0258
VFG014148,VFC0204
VFG014304,VFC0204
VFG014330,VFC0204
VFG014343,VFC0204
VFG014369,VFC0204
VFG014473,VFC0204
VFG014486,VFC0204
VFG014629,VFC0204
VFG014642,VFC0204
VFG014655,VFC0204
VFG014668,VFC0204
VFG014681,VFC0204
VFG014694,VFC0204
VFG014707,VFC0204
VFG014720,VFC0204
VFG014733,VFC0204
VFG014893,VFC0271
VFG014950,VFC0271
VFG014984,VFC0271
VFG014997,VFC0271
VFG015000,VFC0271
VFG015045,VFC0258
VFG015165,VFC0086
VFG015503,VFC0272
VFG015506,VFC0272
VFG015509,VFC0272
VFG015512,VFC0272
VFG015515,VFC0272
VFG015518,VFC0272
VFG015521,VFC0272
VFG015524,VFC0272
VFG015527,VFC0272
VFG015542,VFC0272
VFG015551,VFC0272
VFG015859,VFC0086
VFG015950,VFC0272
VFG015973,VFC0272
VFG015983,VFC0272
VFG015994,VFC0272
VFG016005,VFC0272
VFG016016,VFC0272
VFG016038,VFC0272
VFG016041,VFC0272
VFG016046,VFC0272
VFG016058,VFC0272
VFG016069,VFC0272
VFG016087,VFC0272
VFG041010,VFC0086
VFG041011,VFC0086
VFG041012,VFC0086
VFG041013,VFC0086
VFG041014,VFC0086
VFG041015,VFC0086
VFG041016,VFC0086
VFG041017,VFC0086
VFG041018,VFC0086
VFG041019,VFC0086
VFG041020,VFC0086
VFG041021,VFC0086
VFG041022,VFC0086
VFG041023,VFC0086
VFG041024,VFC0086
VFG041025,VFC0086
VFG041026,VFC0086
VFG041027,VFC0086
VFG041028,VFC0086
VFG041029,VFC0086
VFG041030,VFC0086
VFG041031,VFC0086
VFG041032,VFC0086
VFG041033,VFC0086
VFG041034,VFC0086
VFG041035,VFC0086
VFG041036,VFC0086
VFG041037,VFC0086
VFG041038,VFC0086
VFG041039,VFC0086
VFG041040,VFC0086
VFG041041,VFC0086
VFG041042,VFC0086
VFG041043,VFC0086
VFG041045,VFC0086
VFG041046,VFC0086
VFG041047,VFC0086
VFG042140,VFC0086
VFG042734,VFC0001
VFG042735,VFC0001
VFG042736,VFC0001
VFG042738,VFC0001
VFG042739,VFC0001
VFG043012,VFC0204
VFG043013,VFC0204
VFG043014,VFC0204
VFG043015,VFC0204
VFG043016,VFC0204
VFG043017,VFC0204
VFG043018,VFC0204
VFG043648,VFC0001
VFG044079,VFC0272
VFG044080,VFC0272
VFG044081,VFC0272
VFG044082,VFC0272
VFG044083,VFC0272
VFG044084,VFC0272
VFG044085,VFC0272
VFG044086,VFC0272
VFG044087,VFC0272
VFG044088,VFC0272
VFG044096,VFC0272
VFG044097,VFC0272
VFG044098,VFC0272
VFG049835,VFC0086
VFG049843,VFC0086
VFG050294,VFC0086
VFG050295,VFC0001
VFG050296,VFC0001
VFG050297,VFC0001
VFG050298,VFC0001
VFG050299,VFC0001
VFG050300,VFC0001
VFG051483,VFC0086
VFG051484,VFC0086
VFG051485,VFC0086
VFG051487,VFC0086
VFG051488,VFC0086
VFG039753,VFC0086
VFG039793,VFC0086
VFG039832,VFC0086
VFG039872,VFC0086
VFG039912,VFC0086
VFG039952,VFC0086
VFG039991,VFC0086
VFG040031,VFC0086
VFG040070,VFC0086
VFG040108,VFC0086
VFG040182,VFC0086
VFG040222,VFC0086
VFG040262,VFC0086
VFG040302,VFC0086
VFG040342,VFC0086
VFG040382,VFC0086
VFG040422,VFC0086
VFG040442,VFC0086
VFG040466,VFC0001
VFG040507,VFC0083
VFG040545,VFC0001
VFG040585,VFC0258
VFG040625,VFC0258
VFG040665,VFC0346
VFG040705,VFC0251
VFG040745,VFC0235
VFG040767,VFC0235
VFG040807,VFC0235
VFG040815,VFC0204
VFG040863,VFC0204
VFG000423,VFC0258
VFG000424,VFC0258
VFG000425,VFC0258
VFG000426,VFC0258
VFG000427,VFC0258
VFG000428,VFC0258
VFG000429,VFC0258
VFG000430,VFC0258
VFG000431,VFC0258
VFG000432,VFC0258
VFG000433,VFC0001
VFG000434,VFC0001
VFG000435,VFC0001
VFG000436,VFC0001
VFG000437,VFC0086
VFG000438,VFC0086
VFG000439,VFC0235
VFG000442,VFC0258
VFG000443,VFC0001
VFG000444,VFC0001
VFG000445,VFC0001
VFG000446,VFC0001
VFG000447,VFC0001
VFG000448,VFC0001
VFG000449,VFC0001
VFG000450,VFC0001
VFG000451,VFC0001
VFG000452,VFC0001
VFG000453,VFC0001
VFG000454,VFC0001
VFG000455,VFC0001
VFG000456,VFC0001
VFG000457,VFC0001
VFG000458,VFC0001
VFG000459,VFC0001
VFG000460,VFC0001
VFG000461,VFC0001
VFG000462,VFC0001
VFG000463,VFC0282
VFG000464,VFC0086
VFG000465,VFC0086
VFG000466,VFC0086
VFG000467,VFC0086
VFG000468,VFC0086
VFG000469,VFC0086
VFG000470,VFC0086
VFG000471,VFC0086
VFG000474,VFC0301
VFG000475,VFC0301
VFG000477,VFC0301
VFG000478,VFC0301
VFG000492,VFC0086
VFG000493,VFC0086
VFG000494,VFC0086
VFG000495,VFC0086
VFG000496,VFC0086
VFG000497,VFC0086
VFG000498,VFC0086
VFG000499,VFC0086
VFG000500,VFC0086
VFG000501,VFC0086
VFG000502,VFC0086
VFG000503,VFC0086
VFG000504,VFC0086
VFG000505,VFC0086
VFG000506,VFC0086
VFG000507,VFC0086
VFG000508,VFC0086
VFG000509,VFC0086
VFG000510,VFC0086
VFG000511,VFC0086
VFG000512,VFC0086
VFG000513,VFC0086
VFG000514,VFC0086
VFG000515,VFC0086
VFG000516,VFC0086
VFG000517,VFC0086
VFG000518,VFC0086
VFG000519,VFC0086
VFG000520,VFC0086
VFG000521,VFC0086
VFG000522,VFC0086
VFG000529,VFC0086
VFG000530,VFC0086
VFG000531,VFC0086
VFG000532,VFC0086
VFG000533,VFC0086
VFG000534,VFC0086
VFG000535,VFC0086
VFG000536,VFC0086
VFG000537,VFC0086
VFG000538,VFC0086
VFG000539,VFC0086
VFG000540,VFC0086
VFG000541,VFC0086
VFG000542,VFC0086
VFG000543,VFC0086
VFG000544,VFC0086
VFG000545,VFC0086
VFG000546,VFC0086
VFG000547,VFC0086
VFG000548,VFC0086
VFG000549,VFC0086
VFG000550,VFC0086
VFG000551,VFC0086
VFG000552,VFC0086
VFG000553,VFC0086
VFG000554,VFC0086
VFG000555,VFC0086
VFG000556,VFC0086
VFG000557,VFC0086
VFG000558,VFC0086
VFG000559,VFC0086
VFG000560,VFC0086
VFG000561,VFC0086
VFG000574,VFC0272
VFG000575,VFC0272
VFG000589,VFC0086
VFG002301,VFC0325
VFG002302,VFC0325
VFG002304,VFC0001
VFG002305,VFC0001
VFG002306,VFC0001
VFG002307,VFC0001
VFG003635,VFC0086
VFG003645,VFC0086
VFG003971,VFC0086
VFG003977,VFC0086
VFG003982,VFC0086
VFG003988,VFC0086
VFG003997,VFC0086
VFG004006,VFC0086
VFG004016,VFC0086
VFG004125,VFC0001
VFG020318,VFC0235
VFG020322,VFC0235
VFG020326,VFC0235
VFG041090,VFC0086
VFG041091,VFC0086
VFG041092,VFC0086
VFG041093,VFC0086
VFG041094,VFC0086
VFG041095,VFC0086
VFG041096,VFC0086
VFG041097,VFC0086
VFG041098,VFC0086
VFG041099,VFC0086
VFG041100,VFC0086
VFG041101,VFC0086
VFG041102,VFC0086
VFG041103,VFC0086
VFG041104,VFC0086
VFG041105,VFC0086
VFG041106,VFC0086
VFG041107,VFC0086
VFG041108,VFC0086
VFG041109,VFC0086
VFG041110,VFC0086
VFG041111,VFC0086
VFG041112,VFC0086
VFG041113,VFC0086
VFG041114,VFC0086
VFG042066,VFC0086
VFG042067,VFC0086
VFG042068,VFC0086
VFG042214,VFC0086
VFG042216,VFC0086
VFG050219,VFC0086
VFG052339,VFC0301
VFG052340,VFC0301
VFG000615,VFC0272
VFG000616,VFC0272
VFG000617,VFC0272
VFG000618,VFC0272
VFG000619,VFC0272
VFG000630,VFC0251
VFG000635,VFC0251
VFG000636,VFC0235
VFG000637,VFC0235
VFG000667,VFC0204
VFG000669,VFC0258
VFG000670,VFC0258
VFG000671,VFC0258
VFG000984,VFC0086
VFG000985,VFC0086
VFG000986,VFC0086
VFG000987,VFC0086
VFG000988,VFC0086
VFG000989,VFC0086
VFG000990,VFC0086
VFG000991,VFC0086
VFG000992,VFC0086
VFG000993,VFC0086
VFG000994,VFC0086
VFG000995,VFC0086
VFG000996,VFC0086
VFG000997,VFC0086
VFG000998,VFC0086
VFG000999,VFC0086
VFG001000,VFC0086
VFG001001,VFC0086
VFG001002,VFC0086
VFG001003,VFC0086
VFG001004,VFC0086
VFG001005,VFC0086
VFG001006,VFC0086
VFG001007,VFC0086
VFG001008,VFC0086
VFG001009,VFC0086
VFG001010,VFC0086
VFG001011,VFC0086
VFG001012,VFC0086
VFG001013,VFC0086
VFG001014,VFC0086
VFG001015,VFC0086
VFG001016,VFC0086
VFG001017,VFC0251
VFG001827,VFC0235
VFG001828,VFC0235
VFG001829,VFC0235
VFG002041,VFC0086
VFG002042,VFC0086
VFG002043,VFC0086
VFG002046,VFC0086
VFG002047,VFC0086
VFG002048,VFC0086
VFG002049,VFC0086
VFG002050,VFC0086
VFG002051,VFC0086
VFG002052,VFC0086
VFG002053,VFC0086
VFG002054,VFC0086
VFG002055,VFC0086
VFG012636,VFC0086
VFG012760,VFC0086
VFG012773,VFC0086
VFG012778,VFC0086
VFG012783,VFC0086
VFG012788,VFC0086
VFG012793,VFC0086
VFG012802,VFC0086
VFG012807,VFC0086
